x,y,z
0.8313168869239693,-0.8460270913254859,4.783700503671553
0.1609521774508757,2.616000134058917,5.984149918086678
-1.7960721427804383,1.868240687730882,5.4420948013788175
-0.3274095287032808,-0.07011366684292147,4.949903302008742
-0.6391712188455659,1.9495305831699068,5.74885186974954
-0.07592982535818456,0.7687495406049969,5.310816208932381
1.2944858214752946,1.6139468205167509,5.912719844889577
-0.9221658518419571,-0.5708933619278413,4.365490938134803
0.7893282698374584,-0.444758979897712,5.031979693853555
-1.369067096718491,2.696091381398874,5.665583827759793
-0.036512454490317835,0.5078546332001217,5.13985950662943
1.895067109829153,1.19794953269573,5.7301792798264595
-0.22416226656575722,1.2930380872994733,5.374267137850215
0.6293000647162666,0.4515490778119801,5.392945823849712
1.7431555012329345,-0.3431734503711559,5.16374699704985
-1.7005589518657764,-1.4896731914734844,4.089335296050702
-0.9897153642449478,-2.5785699262673387,3.8247243674713403
0.5906968032498929,0.4746631542002091,5.159672780765261
-1.1090413343599592,1.1803684669949388,5.321124028904579
1.7525827550042423,1.5224316921121868,5.809819257265888
-0.6160699682961767,-0.12116853759195433,4.895624266135688
0.011829835560691298,1.7307807249370413,5.5576108818420575
-1.1098607596915069,-0.740562754324826,4.472905701801719
1.3043753847272304,0.20862820160509365,5.15906034206941
-0.05283767095068265,2.3772426579631154,5.810548470287498
-2.0018725135895874,0.027588008772022388,4.601663159677114
1.9193834294351784,-0.2268288530377666,4.982569947283816
1.250582821217515,0.30277958691136747,4.971792192711409
0.32655866290939256,-0.29532217893368856,4.986187151180633
0.2664066322065534,-0.2798524566956322,5.133086922787475
-0.6091590341660639,-0.5383925217868792,4.587203139613271
1.8004686614386374,-1.7379528502117336,4.570791985266778
2.468385688291967,0.2826326600473884,5.671623775788463
0.6989838148046311,0.8593025997733578,5.937394659861105
1.25968460508393,-0.8279032533336043,4.970704811820204
1.7037150994792296,1.4549421279357126,5.9013257849936265
-1.446520405315055,-2.1885744995955974,3.5887131361739595
-1.612842279596353,-0.41244365367574953,4.728654570458157
0.11215214238924823,0.12530851901273288,5.269146238799064
-0.5419763958896786,0.08027228934558361,5.1011161235093905
-0.8498226702375693,0.7221070603582324,5.288464669254354
0.06784628546137783,2.044836420991633,5.761405692599344
-0.12981971546696147,-1.1655760978782264,4.24349225662952
0.8427328294546644,-1.3884227370244364,4.2850622863737335
0.9336563693784491,1.693609467157438,5.737457120384512
0.2289914363607542,-0.1613188734969698,5.184257778700214
-0.42931411438199585,1.1093151497776008,5.3938543978112845
2.0954705575119377,0.17410859057061637,5.6183398841606795
-0.419501823933544,-0.40010083575626154,4.934767759998847
-2.778540609975425,0.44231776925693744,4.681583062208661
1.3392198202292298,0.18034501572456638,5.022703291475114
-0.06784703157347628,0.3109002924911589,4.877136679234514
0.9190567757513449,0.9513172464431906,5.531977810426639
-0.6773802238122746,-0.6038870994676871,4.9381308617312225
-1.4520300328213105,-0.26688599005441577,4.571535317808472
-0.20939630728905503,-0.42932810635610585,4.907405591032406
-0.09262579945082308,-0.8968161044714242,5.029056031462174
-0.06208859677438631,-1.2768380068780447,4.297121048315697
-0.737780019105759,0.46591261085388425,5.201026302985923
1.4656198159022638,0.6033172795557865,5.587730724135608
0.9971252110142029,-0.8816036079123022,5.06800779313169
-0.4552719220406015,0.7364023267323039,5.087458629711581
0.4858846108685669,1.6750693109668129,5.551995275574289
-0.48129282688213043,-0.8429202970565924,4.449501295720086
0.4659426562706064,0.13401671407099464,5.108407008604888
1.7578880258886245,-0.22695839196785994,5.191547277738055
-0.8834235092355142,-1.3870877170338893,4.302472310251224
-0.26904870486427623,-0.10128359569121932,5.0871516987136465
-0.08532202901209683,-0.9063417708440543,4.603937207069817
0.8576596168708225,-0.09825888784979088,5.186904106543654
-1.1729881074858661,-0.6405739581430714,4.462156274865935
0.06184537215021577,-0.6803354103986162,4.504791248975578
-0.5012016260596067,-0.38488823626361757,5.009428874347982
0.5692983644872355,-0.893509265637,4.659221593782653
0.8670307426412261,-0.42529999693257703,4.827414182133202
0.15412241941261084,-0.3273697966247345,5.036228839122645
0.0409941183407444,-1.6849371688818842,4.2770892781150645
-0.25652150288591014,-0.5705475311216018,5.054018990091707
-0.8799196240748104,-0.49862894448178324,4.732362201898544
1.6262076111553292,-0.42048053930333856,5.011943280776831
0.5045365751703091,0.21818568308603478,5.023571415215154
1.3198486766394464,-0.5236539594055716,4.887437295276793
0.2868693820727796,-0.26393476874084987,4.732980706456221
-2.107852819011561,0.24285137703885806,4.720011256534183
-0.721650557448445,-0.13268080439195468,4.762559091291052
0.7830059499004567,-0.2165251386915019,5.110738017646083
-0.46150655907976096,-0.618891781324781,4.971512199578748
-0.2656572948217617,1.6650241603891136,5.582811029233744
-0.33143434148353473,0.5453264060490596,5.675366434341905
0.8563132335647963,2.1408422758296752,5.725811695556013
0.2201353662979152,1.6746005039248584,5.6657139007946125
1.477611371815379,1.676171988457996,6.0979832932587295
